Province/State,Country/Region,lat,long,pop,urbanpop,density,medianage,smokers,tests,testpop,health_exp_pc,hospibed,Year,Month,Code,Entity,Weekly deaths,Weekly cases,Date_String,New_Date,score,temperature,feels_like,humidity
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2025,3,CHL,Chile,45,345,2025-03-01,2025-03-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2022,1,CHL,Chile,3871,1765113,2022-01-01,2022-01-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2021,8,CHL,Chile,11562,177730,2021-08-01,2021-08-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2020,3,CHL,Chile,35,11476,2020-03-01,2020-03-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2025,4,CHL,Chile,2,174,2025-04-01,2025-04-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2024,1,CHL,Chile,682,100714,2024-01-01,2024-01-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2023,3,CHL,Chile,2421,667120,2023-03-01,2023-03-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2020,8,CHL,Chile,13365,397455,2020-08-01,2020-08-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2024,4,CHL,Chile,730,19013,2024-04-01,2024-04-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2024,3,CHL,Chile,926,173161,2024-03-01,2024-03-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2021,12,CHL,Chile,5568,327214,2021-12-01,2021-12-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2022,10,CHL,Chile,3748,889062,2022-10-01,2022-10-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2022,11,CHL,Chile,5131,1170058,2022-11-01,2022-11-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2021,10,CHL,Chile,1879,247324,2021-10-01,2021-10-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2021,7,CHL,Chile,21132,485787,2021-07-01,2021-07-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2020,9,CHL,Chile,10503,359281,2020-09-01,2020-09-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2024,5,CHL,Chile,154,4369,2024-05-01,2024-05-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2023,5,CHL,Chile,1198,36523,2023-05-01,2023-05-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2021,3,CHL,Chile,17419,1119649,2021-03-01,2021-03-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2025,1,CHL,Chile,36,562,2025-01-01,2025-01-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2022,3,CHL,Chile,101853,3441836,2022-03-01,2022-03-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2023,11,CHL,Chile,1600,112547,2023-11-01,2023-11-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2022,5,CHL,Chile,3022,875772,2022-05-01,2022-05-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2025,7,CHL,Chile,0,27,2025-07-01,2025-07-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2021,11,CHL,Chile,3804,471952,2021-11-01,2021-11-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2025,5,CHL,Chile,5,70,2025-05-01,2025-05-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2022,6,CHL,Chile,3846,1962117,2022-06-01,2022-06-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2020,11,CHL,Chile,8393,289636,2020-11-01,2020-11-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2024,8,CHL,Chile,78,3967,2024-08-01,2024-08-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2023,6,CHL,Chile,356,5704,2023-06-01,2023-06-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2021,6,CHL,Chile,23250,1311741,2021-06-01,2021-06-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2023,9,CHL,Chile,391,25724,2023-09-01,2023-09-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2021,9,CHL,Chile,4401,105022,2021-09-01,2021-09-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2023,1,CHL,Chile,4704,666463,2023-01-01,2023-01-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2021,2,CHL,Chile,14913,691881,2021-02-01,2021-02-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2020,6,CHL,Chile,29681,1267566,2020-06-01,2020-06-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2024,9,CHL,Chile,118,6599,2024-09-01,2024-09-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2023,4,CHL,Chile,2465,195968,2023-04-01,2023-04-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2020,5,CHL,Chile,4624,482168,2020-05-01,2020-05-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2024,12,CHL,Chile,336,22091,2024-12-01,2024-12-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2021,5,CHL,Chile,20155,1261770,2021-05-01,2021-05-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2020,10,CHL,Chile,10177,341623,2020-10-01,2020-10-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2024,10,CHL,Chile,199,10927,2024-10-01,2024-10-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2020,12,CHL,Chile,8372,378089,2020-12-01,2020-12-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2025,2,CHL,Chile,28,347,2025-02-01,2025-02-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2024,11,CHL,Chile,161,18669,2024-11-01,2024-11-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2021,4,CHL,Chile,22457,1432899,2021-04-01,2021-04-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2023,7,CHL,Chile,191,5232,2023-07-01,2023-07-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2023,12,CHL,Chile,1190,76397,2023-12-01,2023-12-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2020,4,CHL,Chile,1298,82143,2020-04-01,2020-04-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2022,4,CHL,Chile,7560,717781,2022-04-01,2022-04-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2023,2,CHL,Chile,2769,321395,2023-02-01,2023-02-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2021,1,CHL,Chile,11827,774864,2021-01-01,2021-01-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2022,2,CHL,Chile,15396,6317765,2022-02-01,2022-02-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2020,1,CHL,Chile,0,0,2020-01-01,2020-01-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2022,8,CHL,Chile,6539,1946508,2022-08-01,2022-08-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2025,6,CHL,Chile,0,43,2025-06-01,2025-06-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2024,2,CHL,Chile,911,177705,2024-02-01,2024-02-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2023,10,CHL,Chile,1156,78953,2023-10-01,2023-10-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2022,7,CHL,Chile,7210,1762056,2022-07-01,2022-07-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2022,12,CHL,Chile,5104,794367,2022-12-01,2022-12-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2020,2,CHL,Chile,0,1,2020-02-01,2020-02-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2020,7,CHL,Chile,28490,590166,2020-07-01,2020-07-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2024,7,CHL,Chile,50,2190,2024-07-01,2024-07-01,100,,,
,Chile,-35.6751,-71.543,19116201,16248770,26,35,7264156.38,-999,-999.0,1102.0,2.2,2024,6,CHL,Chile,92,1869,2024-06-01,2024-06-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2023,10,COL,Colombia,0,0,2023-10-01,2023-10-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2025,6,COL,Colombia,46,3907,2025-06-01,2025-06-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2021,2,COL,Colombia,48834,1347026,2021-02-01,2021-02-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2022,6,COL,Colombia,823,328628,2022-06-01,2022-06-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2022,3,COL,Colombia,8414,203368,2022-03-01,2022-03-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2024,9,COL,Colombia,0,4332,2024-09-01,2024-09-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2024,11,COL,Colombia,0,1320,2024-11-01,2024-11-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2024,12,COL,Colombia,0,626,2024-12-01,2024-12-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2024,10,COL,Colombia,0,1818,2024-10-01,2024-10-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2024,8,COL,Colombia,0,16284,2024-08-01,2024-08-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2020,5,COL,Colombia,3791,126629,2020-05-01,2020-05-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2022,5,COL,Colombia,464,70483,2022-05-01,2022-05-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2020,6,COL,Colombia,13279,404775,2020-06-01,2020-06-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2021,6,COL,Colombia,119800,5577621,2021-06-01,2021-06-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2021,5,COL,Colombia,103956,3661714,2021-05-01,2021-05-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2022,2,COL,Colombia,37323,1788477,2022-02-01,2022-02-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2025,1,COL,Colombia,11,2017,2025-01-01,2025-01-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2021,3,COL,Colombia,24871,940722,2021-03-01,2021-03-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2024,2,COL,Colombia,0,48080,2024-02-01,2024-02-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2021,7,COL,Colombia,110961,4509424,2021-07-01,2021-07-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2020,9,COL,Colombia,48468,1588545,2020-09-01,2020-09-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2020,3,COL,Colombia,38,3437,2020-03-01,2020-03-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2024,1,COL,Colombia,0,57161,2024-01-01,2024-01-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2022,10,COL,Colombia,436,19956,2022-10-01,2022-10-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2025,4,COL,Colombia,79,6196,2025-04-01,2025-04-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2024,3,COL,Colombia,0,24614,2024-03-01,2024-03-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2021,12,COL,Colombia,10287,473412,2021-12-01,2021-12-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2025,3,COL,Colombia,73,10406,2025-03-01,2025-03-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2022,9,COL,Colombia,1976,61629,2022-09-01,2022-09-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2020,8,COL,Colombia,67538,2249471,2020-08-01,2020-08-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2022,11,COL,Colombia,418,33339,2022-11-01,2022-11-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2020,2,COL,Colombia,0,0,2020-02-01,2020-02-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2024,4,COL,Colombia,0,4528,2024-04-01,2024-04-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2022,1,COL,Colombia,22844,4712357,2022-01-01,2022-01-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2024,7,COL,Colombia,0,26912,2024-07-01,2024-07-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2021,11,COL,Colombia,8116,445728,2021-11-01,2021-11-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2023,11,COL,Colombia,0,0,2023-11-01,2023-11-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2022,12,COL,Colombia,1398,175990,2022-12-01,2022-12-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2020,7,COL,Colombia,41047,1182957,2020-07-01,2020-07-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2022,7,COL,Colombia,4967,729985,2022-07-01,2022-07-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2020,10,COL,Colombia,36780,1587623,2020-10-01,2020-10-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2024,6,COL,Colombia,0,10332,2024-06-01,2024-06-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2021,4,COL,Colombia,60812,2833898,2021-04-01,2021-04-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2023,12,COL,Colombia,0,0,2023-12-01,2023-12-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2025,5,COL,Colombia,57,4177,2025-05-01,2025-05-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2024,5,COL,Colombia,0,4667,2024-05-01,2024-05-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2025,2,COL,Colombia,63,4939,2025-02-01,2025-02-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2022,8,COL,Colombia,5702,314469,2022-08-01,2022-08-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2020,4,COL,Colombia,1607,32543,2020-04-01,2020-04-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2023,1,COL,Colombia,2565,115978,2023-01-01,2023-01-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2022,4,COL,Colombia,1557,57811,2022-04-01,2022-04-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2021,10,COL,Colombia,7160,309996,2021-10-01,2021-10-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2025,9,COL,Colombia,42,4994,2025-09-01,2025-09-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2023,3,COL,Colombia,414,18804,2023-03-01,2023-03-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2025,7,COL,Colombia,56,4223,2025-07-01,2025-07-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2023,5,COL,Colombia,140,13238,2023-05-01,2023-05-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2023,8,COL,Colombia,0,0,2023-08-01,2023-08-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2021,1,COL,Colombia,71526,3210737,2021-01-01,2021-01-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2023,2,COL,Colombia,1067,23743,2023-02-01,2023-02-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2020,11,COL,Colombia,38389,1731626,2020-11-01,2020-11-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2021,8,COL,Colombia,37761,1134427,2021-08-01,2021-08-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2021,9,COL,Colombia,10804,356624,2021-09-01,2021-09-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2020,1,COL,Colombia,0,0,2020-01-01,2020-01-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2025,8,COL,Colombia,20,5317,2025-08-01,2025-08-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2023,9,COL,Colombia,0,0,2023-09-01,2023-09-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2023,7,COL,Colombia,0,0,2023-07-01,2023-07-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2023,4,COL,Colombia,268,15046,2023-04-01,2023-04-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2023,6,COL,Colombia,0,0,2023-06-01,2023-06-01,100,,,
,Colombia,4.5709,-74.2973,50882891,40706312,46,31,5648000.901,2571,19791.08946,374.0,1.5,2020,12,COL,Colombia,42488,2169837,2020-12-01,2020-12-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2020,8,COG,Congo,104,5983,2020-08-01,2020-08-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2020,1,COG,Congo,0,0,2020-01-01,2020-01-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2025,6,COG,Congo,0,0,2025-06-01,2025-06-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2022,11,COG,Congo,0,111,2022-11-01,2022-11-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2021,12,COG,Congo,92,10293,2021-12-01,2021-12-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2024,4,COG,Congo,0,21,2024-04-01,2024-04-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2024,1,COG,Congo,0,0,2024-01-01,2024-01-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2024,10,COG,Congo,0,0,2024-10-01,2024-10-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2021,8,COG,Congo,38,2776,2021-08-01,2021-08-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2021,7,COG,Congo,86,4013,2021-07-01,2021-07-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2022,1,COG,Congo,23,22612,2022-01-01,2022-01-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2023,2,COG,Congo,0,74,2023-02-01,2023-02-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2022,10,COG,Congo,0,898,2022-10-01,2022-10-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2025,8,COG,Congo,0,0,2025-08-01,2025-08-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2023,8,COG,Congo,0,0,2023-08-01,2023-08-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2023,12,COG,Congo,0,0,2023-12-01,2023-12-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2024,11,COG,Congo,0,0,2024-11-01,2024-11-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2024,3,COG,Congo,0,10,2024-03-01,2024-03-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2020,3,COG,Congo,0,88,2020-03-01,2020-03-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2025,4,COG,Congo,0,0,2025-04-01,2025-04-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2021,3,COG,Congo,49,6027,2021-03-01,2021-03-01,100,,,
,Congo (Brazzaville),-4.0383,21.7587,89561403,41198245,40,17,-999.0,-999,-999.0,,1.6,2024,2,COG,Congo,0,11,2024-02-01,2024-02-01,100,,,
